,time,avg_packet_len,packet_count,cpu_usage,mem_usage
0,2020-11-26 23:45:06.670744,668,34,0.0,4.88809339942591
1,2020-11-26 23:45:07.699637,731,158,11.7,4.88809339942591
2,2020-11-26 23:45:08.718621,727,165,28.5,4.888264303245879
3,2020-11-26 23:45:09.775672,681,162,11.4,4.888264303245879
4,2020-11-26 23:45:10.803950,743,167,10.7,4.888264303245879
5,2020-11-26 23:45:11.923012,718,169,10.7,4.888264303245879
6,2020-11-26 23:45:13.010959,711,179,13.8,4.888264303245879
7,2020-11-26 23:45:14.031540,733,167,10.8,4.888264303245879
8,2020-11-26 23:45:15.055052,695,160,11.7,4.888264303245879
9,2020-11-26 23:45:16.085923,723,167,10.7,4.888264303245879
10,2020-11-26 23:45:17.103183,685,170,10.8,4.888264303245879
11,2020-11-26 23:45:18.103449,677,162,12.0,4.888264303245879
12,2020-11-26 23:45:19.191275,723,180,9.2,4.888264303245879
13,2020-11-26 23:45:20.238455,713,172,11.4,4.888264303245879
14,2020-11-26 23:45:21.267675,697,174,10.7,4.888264303245879
15,2020-11-26 23:45:22.288856,676,154,9.8,4.888264303245879
16,2020-11-26 23:45:23.311749,700,168,9.8,4.888264303245879
17,2020-11-26 23:45:24.334468,698,177,10.7,4.888264303245879
18,2020-11-26 23:45:25.422880,655,172,11.0,4.888264303245879
19,2020-11-26 23:45:26.447373,695,170,9.8,4.888264303245879
20,2020-11-26 23:45:27.470550,706,163,9.8,4.888264303245879
21,2020-11-26 23:45:28.530553,682,180,9.4,4.888264303245879
22,2020-11-26 23:45:29.551253,704,173,9.8,4.888264303245879
23,2020-11-26 23:45:30.638317,725,173,9.2,4.888264303245879
24,2020-11-26 23:45:31.664178,695,179,10.7,4.888264303245879
25,2020-11-26 23:45:32.719945,703,173,8.5,4.888264303245879
26,2020-11-26 23:45:33.777922,702,181,10.4,4.888264303245879
27,2020-11-26 23:45:34.868135,665,175,6.4,4.888264303245879
28,2020-11-26 23:45:35.868719,728,160,9.0,4.888264303245879
29,2020-11-26 23:45:36.980234,712,179,6.3,4.888264303245879
30,2020-11-26 23:45:38.062360,680,175,10.2,4.888264303245879
31,2020-11-26 23:45:39.089362,720,167,9.7,4.888264303245879
32,2020-11-26 23:45:40.149947,679,173,8.5,4.888264303245879
33,2020-11-26 23:45:41.203222,744,171,8.5,4.888264303245879
34,2020-11-26 23:45:42.222315,713,171,6.9,4.888264303245879
35,2020-11-26 23:45:43.250946,661,170,10.7,4.888264303245879
36,2020-11-26 23:45:44.270366,699,168,11.8,4.888264303245879
37,2020-11-26 23:45:45.335924,712,173,12.2,4.888264303245879
38,2020-11-26 23:45:46.452270,723,190,12.6,4.888264303245879
39,2020-11-26 23:45:47.475571,695,162,11.7,4.888264303245879
40,2020-11-26 23:45:48.534801,733,166,12.3,4.888264303245879
41,2020-11-26 23:45:49.582449,689,167,9.5,4.888264303245879
42,2020-11-26 23:45:50.613027,717,168,10.7,4.888264303245879
43,2020-11-26 23:45:51.631647,713,169,9.8,4.888264303245879
44,2020-11-26 23:45:52.687182,695,161,10.4,4.888264303245879
45,2020-11-26 23:45:53.746420,705,168,9.4,4.888264303245879
46,2020-11-26 23:45:54.746912,676,189,10.0,4.888264303245879
47,2020-11-26 23:45:55.823303,742,166,10.2,4.888264303245879
48,2020-11-26 23:45:56.882060,691,160,10.4,4.888264303245879
49,2020-11-26 23:45:57.902489,689,161,8.8,4.888264303245879
50,2020-11-26 23:45:58.937139,651,165,9.7,4.888264303245879
51,2020-11-26 23:46:00.015041,643,165,9.2,4.888264303245879
52,2020-11-26 23:46:01.070524,676,165,8.5,4.888264303245879
53,2020-11-26 23:46:02.127725,655,165,9.5,4.888264303245879
54,2020-11-26 23:46:03.151028,679,158,8.8,4.888264303245879
55,2020-11-26 23:46:04.174719,710,148,9.8,4.888264303245879
56,2020-11-26 23:46:05.202646,682,153,9.7,4.888264303245879
57,2020-11-26 23:46:06.262973,681,164,8.5,4.888264303245879
58,2020-11-26 23:46:07.278466,682,150,9.8,4.888264303245879
59,2020-11-26 23:46:08.302365,684,154,8.8,4.888264303245879
60,2020-11-26 23:46:09.358410,689,164,8.5,4.888264303245879
61,2020-11-26 23:46:10.453847,692,175,6.4,4.888264303245879
62,2020-11-26 23:46:11.506792,693,175,6.6,4.888264303245879
63,2020-11-26 23:46:12.535488,708,152,5.8,4.888264303245879
64,2020-11-26 23:46:13.587257,660,163,9.5,4.888264303245879
65,2020-11-26 23:46:14.675996,675,162,10.1,4.888264303245879
66,2020-11-26 23:46:15.726875,702,157,9.5,4.888264303245879
67,2020-11-26 23:46:16.750323,681,150,8.8,4.888264303245879
68,2020-11-26 23:46:17.778893,676,155,7.8,4.888264303245879
69,2020-11-26 23:46:18.802660,680,158,9.8,4.888264303245879
70,2020-11-26 23:46:19.858740,669,150,9.5,4.888264303245879
71,2020-11-26 23:46:20.878741,670,166,8.8,4.888264303245879
72,2020-11-26 23:46:21.906414,706,159,8.8,4.888264303245879
73,2020-11-26 23:46:22.966636,703,167,9.4,4.888264303245879
74,2020-11-26 23:46:24.021155,694,175,7.6,4.888264303245879
75,2020-11-26 23:46:25.043445,670,167,8.8,4.888264303245879
76,2020-11-26 23:46:26.063894,672,151,5.9,4.888264303245879
77,2020-11-26 23:46:27.087246,650,183,7.8,4.888264303245879
78,2020-11-26 23:46:28.174688,639,173,5.5,4.888264303245879
79,2020-11-26 23:46:29.202830,692,163,10.7,4.888264303245879
80,2020-11-26 23:46:30.259203,691,171,8.5,4.888264303245879
81,2020-11-26 23:46:31.312601,697,178,9.5,4.888264303245879
82,2020-11-26 23:46:32.430802,667,171,8.0,4.888264303245879
83,2020-11-26 23:46:33.524098,691,171,9.2,4.888264303245879
84,2020-11-26 23:46:34.578474,722,180,8.5,4.888264303245879
85,2020-11-26 23:46:35.703573,708,189,8.0,4.888264303245879
86,2020-11-26 23:46:36.723683,682,176,6.9,4.888264303245879
87,2020-11-26 23:46:37.745530,701,163,7.8,4.888264303245879
88,2020-11-26 23:46:38.766405,728,167,7.8,4.888264303245879
89,2020-11-26 23:46:39.830173,702,168,9.4,4.888264303245879
90,2020-11-26 23:46:40.910535,688,186,9.3,4.888264303245879
91,2020-11-26 23:46:41.946394,705,178,8.7,4.888264303245879
92,2020-11-26 23:46:42.991857,691,172,6.7,4.888264303245879
93,2020-11-26 23:46:44.022200,726,159,7.8,4.888264303245879
94,2020-11-26 23:46:45.070251,701,158,7.6,4.888264303245879
95,2020-11-26 23:46:46.098721,715,174,9.7,4.888264303245879
96,2020-11-26 23:46:47.150618,686,183,11.4,4.888264303245879
97,2020-11-26 23:46:48.174953,667,167,10.7,4.888264303245879
98,2020-11-26 23:46:49.206446,675,181,8.7,4.888264303245879
99,2020-11-26 23:46:50.259986,609,188,9.5,4.888264303245879
100,2020-11-26 23:46:51.279932,668,185,10.8,4.888264303245879
101,2020-11-26 23:46:52.335489,386,111,8.5,4.888264303245879
102,2020-11-26 23:46:53.394415,381,96,9.4,4.888264303245879
103,2020-11-26 23:46:54.450519,417,105,6.6,4.888264303245879
104,2020-11-26 23:46:55.539283,410,99,6.4,4.888264303245879
105,2020-11-26 23:46:56.600902,396,110,7.6,4.888264303245879
106,2020-11-26 23:46:57.649112,432,106,6.7,4.888264303245879
107,2020-11-26 23:46:58.704698,410,110,6.6,4.888264303245879
108,2020-11-26 23:46:59.726457,466,120,7.8,4.888264303245879
109,2020-11-26 23:47:00.782644,392,106,6.6,4.888264303245879
110,2020-11-26 23:47:01.840385,393,104,6.6,4.888264303245879
111,2020-11-26 23:47:02.870732,401,103,5.8,4.888264303245879
112,2020-11-26 23:47:03.923999,442,106,6.7,4.888264303245879
113,2020-11-26 23:47:04.942317,407,89,6.9,4.888264303245879
114,2020-11-26 23:47:05.968158,400,104,6.8,4.888264303245879
115,2020-11-26 23:47:06.995419,371,98,6.8,4.888264303245879
116,2020-11-26 23:47:08.051524,397,99,5.7,4.888264303245879
117,2020-11-26 23:47:09.105019,414,110,6.6,4.888264303245879
118,2020-11-26 23:47:10.126536,400,93,5.9,4.888264303245879
119,2020-11-26 23:47:11.154535,407,100,5.8,4.888264303245879
120,2020-11-26 23:47:12.249513,390,97,7.3,4.888264303245879
121,2020-11-26 23:47:13.358340,354,105,5.4,4.888264303245879
122,2020-11-26 23:47:14.417036,421,108,5.7,4.888264303245879
123,2020-11-26 23:47:15.443270,373,92,6.8,4.888264303245879
124,2020-11-26 23:47:16.498582,368,98,5.7,4.888264303245879
125,2020-11-26 23:47:17.556246,368,100,7.6,4.888264303245879
126,2020-11-26 23:47:18.580043,366,93,5.9,4.888264303245879
127,2020-11-26 23:47:19.675169,414,94,6.4,4.888264303245879
128,2020-11-26 23:47:20.782811,379,105,6.3,4.888264303245879
129,2020-11-26 23:47:21.879217,353,105,6.4,4.888264303245879
130,2020-11-26 23:47:22.990707,371,105,7.2,4.888264303245879
131,2020-11-26 23:47:24.047382,402,105,6.6,4.888264303245879
132,2020-11-26 23:47:25.073789,358,97,7.8,4.888264303245879
133,2020-11-26 23:47:26.162430,418,107,6.4,4.888264303245879
134,2020-11-26 23:47:27.220201,385,103,5.7,4.888264303245879
135,2020-11-26 23:47:28.242116,382,102,6.8,4.888264303245879
136,2020-11-26 23:47:29.330500,457,108,6.4,4.888264303245879
