,time,avg_packet_len,packet_count,cpu_usage,mem_usage
0,2020-11-26 23:51:25.299120,437,50,0.0,4.888264303245879
1,2020-11-26 23:51:26.419724,407,129,11.6,4.888264303245879
2,2020-11-26 23:51:27.471113,407,136,11.4,4.888264303245879
3,2020-11-26 23:51:28.494213,402,137,10.8,4.888264303245879
4,2020-11-26 23:51:29.520058,412,137,10.7,4.888264303245879
5,2020-11-26 23:51:30.542990,458,132,12.7,4.888264303245879
6,2020-11-26 23:51:31.598334,435,132,11.4,4.888264303245879
7,2020-11-26 23:51:32.659743,446,130,11.3,4.888264303245879
8,2020-11-26 23:51:33.690822,454,124,10.7,4.888264303245879
9,2020-11-26 23:51:34.734654,449,139,11.5,4.888264303245879
10,2020-11-26 23:51:35.824363,437,143,11.0,4.888264303245879
11,2020-11-26 23:51:36.883549,446,141,12.3,4.888264303245879
12,2020-11-26 23:51:37.967104,454,141,11.1,4.888264303245879
13,2020-11-26 23:51:38.995353,468,139,11.7,4.888264303245879
14,2020-11-26 23:51:40.018287,452,138,11.7,4.888264303245879
15,2020-11-26 23:51:41.038444,458,135,10.8,4.888264303245879
16,2020-11-26 23:51:42.069168,473,134,10.7,4.888264303245879
17,2020-11-26 23:51:43.123496,484,141,13.3,4.888264303245879
18,2020-11-26 23:51:44.211911,479,147,10.1,4.888264303245879
19,2020-11-26 23:51:45.238803,525,147,10.7,4.888264303245879
20,2020-11-26 23:51:46.286138,509,131,11.4,4.888264303245879
21,2020-11-26 23:51:47.347609,524,139,10.4,4.888264303245879
22,2020-11-26 23:51:48.367481,506,135,10.8,4.888264303245879
23,2020-11-26 23:51:49.423527,527,139,11.4,4.888264303245879
24,2020-11-26 23:51:50.452046,534,130,10.7,4.888264303245879
25,2020-11-26 23:51:51.474347,543,140,10.8,4.888264303245879
26,2020-11-26 23:51:52.531295,543,133,10.4,4.888264303245879
27,2020-11-26 23:51:53.585145,514,141,10.5,4.888264303245879
28,2020-11-26 23:51:54.643449,519,136,11.3,4.888264303245879
29,2020-11-26 23:51:55.699187,546,146,11.4,4.888264303245879
30,2020-11-26 23:51:56.814480,541,145,10.8,4.888264303245879
31,2020-11-26 23:51:57.870393,534,147,10.4,4.888264303245879
32,2020-11-26 23:51:58.899772,541,139,10.7,4.888264303245879
33,2020-11-26 23:51:59.924944,560,139,10.7,4.888264303245879
34,2020-11-26 23:52:00.979690,524,152,9.5,4.888264303245879
35,2020-11-26 23:52:02.035337,718,170,15.2,4.888264303245879
36,2020-11-26 23:52:03.086738,685,181,13.3,4.888264303245879
37,2020-11-26 23:52:04.110673,738,168,10.7,4.888264303245879
38,2020-11-26 23:52:05.172126,714,160,11.3,4.888264303245879
39,2020-11-26 23:52:06.203467,691,166,7.8,4.888264303245879
40,2020-11-26 23:52:07.283363,690,164,8.3,4.888264303245879
41,2020-11-26 23:52:08.339273,656,159,11.4,4.888264303245879
42,2020-11-26 23:52:09.431530,645,157,10.1,4.888264303245879
43,2020-11-26 23:52:10.450434,695,153,9.8,4.888264303245879
44,2020-11-26 23:52:11.471609,703,142,10.8,4.888264303245879
45,2020-11-26 23:52:12.498627,721,138,9.7,4.888264303245879
46,2020-11-26 23:52:13.519801,673,154,9.8,4.888264303245879
47,2020-11-26 23:52:14.546424,699,143,9.8,4.888264303245879
48,2020-11-26 23:52:15.570573,727,142,9.7,4.888264303245879
49,2020-11-26 23:52:16.591207,684,149,9.8,4.888264303245879
50,2020-11-26 23:52:17.650762,753,140,8.5,4.888264303245879
51,2020-11-26 23:52:18.703143,759,146,8.6,4.888264303245879
52,2020-11-26 23:52:19.728796,739,150,8.8,4.888264303245879
53,2020-11-26 23:52:20.750681,726,158,8.8,4.888264303245879
54,2020-11-26 23:52:21.806368,703,181,11.4,4.888264303245879
55,2020-11-26 23:52:22.834255,704,173,8.8,4.888264303245879
56,2020-11-26 23:52:23.854766,722,168,6.9,4.888264303245879
57,2020-11-26 23:52:24.879514,700,152,5.9,4.888264303245879
58,2020-11-26 23:52:25.907973,726,133,5.8,4.888264303245879
59,2020-11-26 23:52:27.000280,753,149,11.0,4.888264303245879
60,2020-11-26 23:52:28.052014,754,160,11.4,4.888264303245879
61,2020-11-26 23:52:29.082121,706,163,8.7,4.888264303245879
62,2020-11-26 23:52:30.229796,726,153,9.6,4.888264303245879
63,2020-11-26 23:52:31.282829,687,162,10.4,4.888264303245879
64,2020-11-26 23:52:32.343285,689,155,9.4,4.888264303245879
65,2020-11-26 23:52:33.391550,657,168,7.6,4.888264303245879
66,2020-11-26 23:52:34.414751,676,159,6.8,4.888264303245879
67,2020-11-26 23:52:35.438448,665,157,8.8,4.888264303245879
68,2020-11-26 23:52:36.462602,722,145,8.8,4.888264303245879
69,2020-11-26 23:52:37.492493,727,139,8.7,4.888264303245879
70,2020-11-26 23:52:38.515328,696,148,6.8,4.888264303245879
71,2020-11-26 23:52:39.535764,719,149,6.9,4.888264303245879
72,2020-11-26 23:52:40.558793,746,140,6.8,4.888264303245879
73,2020-11-26 23:52:41.588594,732,139,6.8,4.888264303245879
74,2020-11-26 23:52:42.611999,735,140,4.9,4.888264303245879
75,2020-11-26 23:52:43.630191,714,147,6.9,4.888264303245879
76,2020-11-26 23:52:44.655784,744,140,5.9,4.888264303245879
77,2020-11-26 23:52:45.684159,744,143,6.8,4.888264303245879
78,2020-11-26 23:52:46.706648,728,140,6.8,4.888264303245879
79,2020-11-26 23:52:47.727603,684,146,6.9,4.888264303245879
80,2020-11-26 23:52:48.790352,721,173,16.0,4.888264303245879
81,2020-11-26 23:52:49.906789,733,176,12.5,4.888264303245879
82,2020-11-26 23:52:50.963911,749,167,10.4,4.888264303245879
83,2020-11-26 23:52:52.018293,742,156,12.3,4.888264303245879
84,2020-11-26 23:52:53.078515,715,175,13.2,4.888264303245879
85,2020-11-26 23:52:54.126299,710,163,14.3,4.888264303245879
86,2020-11-26 23:52:55.190733,750,164,13.2,4.888264303245879
87,2020-11-26 23:52:56.241634,746,166,14.3,4.888264303245879
88,2020-11-26 23:52:57.266412,740,152,11.7,4.888264303245879
89,2020-11-26 23:52:58.323354,734,168,13.2,4.888264303245879
90,2020-11-26 23:52:59.375367,727,162,13.3,4.888264303245879
91,2020-11-26 23:53:00.430525,732,167,14.2,4.888264303245879
92,2020-11-26 23:53:01.491651,696,175,14.1,4.888264303245879
93,2020-11-26 23:53:02.542344,706,172,12.4,4.888264303245879
94,2020-11-26 23:53:03.571223,699,169,12.6,4.888264303245879
95,2020-11-26 23:53:04.659326,744,168,13.8,4.888264303245879
96,2020-11-26 23:53:05.743049,725,175,12.0,4.888264303245879
97,2020-11-26 23:53:06.766482,727,160,14.7,4.888264303245879
98,2020-11-26 23:53:07.858244,734,164,12.8,4.888264303245879
99,2020-11-26 23:53:08.922667,724,173,12.2,4.888264303245879
100,2020-11-26 23:53:10.002435,709,177,12.9,4.888264303245879
101,2020-11-26 23:53:11.022689,741,156,12.7,4.888264303245879
102,2020-11-26 23:53:12.082678,746,164,13.2,4.888264303245879
103,2020-11-26 23:53:13.102329,719,166,14.7,4.888264303245879
104,2020-11-26 23:53:14.134625,731,160,12.6,4.888264303245879
105,2020-11-26 23:53:15.182408,702,169,12.4,4.888264303245879
106,2020-11-26 23:53:16.245150,737,161,12.3,4.888264303245879
107,2020-11-26 23:53:17.273917,708,174,12.6,4.888264303245879
108,2020-11-26 23:53:18.319092,737,162,13.4,4.888264303245879
109,2020-11-26 23:53:19.374335,749,158,12.3,4.888264303245879
110,2020-11-26 23:53:20.471113,733,175,12.8,4.888264303245879
111,2020-11-26 23:53:21.519516,744,160,13.4,4.888264303245879
112,2020-11-26 23:53:22.612039,736,167,11.0,4.888264303245879
113,2020-11-26 23:53:23.700360,697,182,11.0,4.888264303245879
114,2020-11-26 23:53:24.726974,710,163,10.7,4.888264303245879
115,2020-11-26 23:53:25.782936,744,164,11.4,4.888264303245879
116,2020-11-26 23:53:26.899236,745,175,10.7,4.888264303245879
117,2020-11-26 23:53:27.922916,713,164,10.7,4.888264303245879
118,2020-11-26 23:53:28.952649,745,158,10.7,4.888264303245879
119,2020-11-26 23:53:29.975061,740,161,9.8,4.888264303245879
120,2020-11-26 23:53:31.060000,713,164,10.1,4.888264303245879
121,2020-11-26 23:53:32.083455,738,171,9.8,4.888264303245879
122,2020-11-26 23:53:33.138699,721,168,9.5,4.888264303245879
123,2020-11-26 23:53:34.162762,727,156,10.7,4.888264303245879
124,2020-11-26 23:53:35.219802,755,166,8.5,4.888264303245879
125,2020-11-26 23:53:36.244161,727,165,10.7,4.888264303245879
126,2020-11-26 23:53:37.263147,748,151,8.8,4.888264303245879
127,2020-11-26 23:53:38.318453,733,157,10.4,4.888264303245879
128,2020-11-26 23:53:39.347062,717,172,9.7,4.888264303245879
129,2020-11-26 23:53:40.403919,713,170,10.4,4.888264303245879
130,2020-11-26 23:53:41.454603,735,161,8.6,4.888264303245879
131,2020-11-26 23:53:42.492645,718,165,9.7,4.888264303245879
132,2020-11-26 23:53:43.508513,723,165,8.8,4.888264303245879
133,2020-11-26 23:53:44.565374,726,162,8.5,4.888264303245879
134,2020-11-26 23:53:45.591200,740,156,7.8,4.888264303245879
135,2020-11-26 23:53:46.642615,739,167,9.5,4.888264303245879
136,2020-11-26 23:53:47.668811,732,164,8.8,4.888264303245879
137,2020-11-26 23:53:48.686449,738,154,6.9,4.888264303245879
138,2020-11-26 23:53:49.717157,723,163,8.7,4.888264303245879
139,2020-11-26 23:53:50.739984,763,157,4.9,4.888264303245879
140,2020-11-26 23:53:51.805344,721,158,11.3,4.888264303245879
141,2020-11-26 23:53:52.854563,737,158,12.4,4.888264303245879
142,2020-11-26 23:53:53.874847,725,171,8.8,4.888264303245879
143,2020-11-26 23:53:54.958726,748,165,10.1,4.888264303245879
144,2020-11-26 23:53:56.090391,781,162,8.8,4.888264303245879
145,2020-11-26 23:53:57.102185,755,161,8.9,4.888264303245879
146,2020-11-26 23:53:58.158386,751,155,10.4,4.888264303245879
147,2020-11-26 23:53:59.186871,762,159,8.8,4.888264303245879
148,2020-11-26 23:54:00.210265,769,148,7.8,4.888264303245879
149,2020-11-26 23:54:01.265772,738,157,5.7,4.888264303245879
150,2020-11-26 23:54:02.326837,707,173,6.6,4.888264303245879
151,2020-11-26 23:54:03.333488,762,162,6.0,4.888264303245879
152,2020-11-26 23:54:04.398528,747,153,6.6,4.888264303245879
153,2020-11-26 23:54:05.461308,747,159,6.6,4.888264303245879
154,2020-11-26 23:54:06.482953,714,143,6.9,4.888264303245879
155,2020-11-26 23:54:07.534326,731,138,6.7,4.888264303245879
156,2020-11-26 23:54:08.594664,761,142,5.7,4.888264303245879
157,2020-11-26 23:54:09.618629,723,148,6.9,4.888264303245879
158,2020-11-26 23:54:10.641566,713,144,5.9,4.888264303245879
159,2020-11-26 23:54:11.662662,762,151,5.9,4.888264303245879
160,2020-11-26 23:54:12.692217,740,152,7.8,4.888264303245879
161,2020-11-26 23:54:13.778718,700,171,7.4,4.888264303245879
162,2020-11-26 23:54:14.803071,725,169,5.9,4.888264303245879
163,2020-11-26 23:54:15.828228,726,160,7.8,4.888264303245879
164,2020-11-26 23:54:16.884668,762,162,5.7,4.888264303245879
165,2020-11-26 23:54:17.934166,693,167,8.6,4.888264303245879
166,2020-11-26 23:54:18.964194,744,162,7.8,4.888264303245879
167,2020-11-26 23:54:19.982494,721,163,7.9,4.888264303245879
168,2020-11-26 23:54:21.006701,725,161,7.8,4.888264303245879
169,2020-11-26 23:54:22.037180,713,171,6.8,4.888264303245879
170,2020-11-26 23:54:23.054905,744,150,7.9,4.888264303245879
171,2020-11-26 23:54:24.078744,696,146,7.8,4.888264303245879
172,2020-11-26 23:54:25.107161,689,152,9.7,4.888264303245879
173,2020-11-26 23:54:26.164899,686,158,9.5,4.888264303245879
174,2020-11-26 23:54:27.191824,740,143,6.8,4.888264303245879
175,2020-11-26 23:54:28.275552,717,154,8.3,4.888264303245879
176,2020-11-26 23:54:29.362851,704,163,12.0,4.888264303245879
177,2020-11-26 23:54:30.388794,716,144,12.7,4.888264303245879
178,2020-11-26 23:54:31.438292,735,138,8.6,4.888264303245879
179,2020-11-26 23:54:32.466267,734,152,11.7,4.888264303245879
180,2020-11-26 23:54:33.486674,708,148,11.8,4.888264303245879
181,2020-11-26 23:54:34.510361,693,139,10.7,4.888264303245879
182,2020-11-26 23:54:35.542737,728,149,9.7,4.888264303245879
183,2020-11-26 23:54:36.660069,699,162,10.7,4.888264303245879
184,2020-11-26 23:54:37.710687,715,152,12.4,4.888264303245879
185,2020-11-26 23:54:38.739584,756,141,10.7,4.888264303245879
186,2020-11-26 23:54:39.760967,717,148,11.7,4.888264303245879
187,2020-11-26 23:54:40.814936,679,145,10.4,4.888264303245879
188,2020-11-26 23:54:41.874676,695,165,11.3,4.888264303245879
189,2020-11-26 23:54:42.930650,708,154,12.3,4.888264303245879
190,2020-11-26 23:54:44.014603,699,156,12.0,4.888264303245879
191,2020-11-26 23:54:45.038958,736,147,10.7,4.888264303245879
192,2020-11-26 23:54:46.094909,768,138,10.4,4.888264303245879
193,2020-11-26 23:54:47.120425,710,143,9.8,4.888264303245879
194,2020-11-26 23:54:48.142495,735,146,9.8,4.888264303245879
195,2020-11-26 23:54:49.166567,747,139,9.8,4.888264303245879
196,2020-11-26 23:54:50.228350,696,148,11.3,4.888264303245879
197,2020-11-26 23:54:51.247058,730,143,9.8,4.888264303245879
198,2020-11-26 23:54:52.270463,724,151,8.8,4.888264303245879
199,2020-11-26 23:54:53.294739,739,138,10.7,4.888264303245879
200,2020-11-26 23:54:54.322935,713,145,8.8,4.888264303245879
201,2020-11-26 23:54:55.326585,711,150,8.0,4.888264303245879
202,2020-11-26 23:54:56.327500,732,153,9.0,4.888264303245879
203,2020-11-26 23:54:57.491993,739,143,7.7,4.888264303245879
204,2020-11-26 23:54:58.515694,698,151,9.8,4.888264303245879
205,2020-11-26 23:54:59.535881,713,140,7.8,4.888264303245879
206,2020-11-26 23:55:00.590505,696,153,7.6,4.888264303245879
207,2020-11-26 23:55:01.646551,719,143,6.6,4.888264303245879
208,2020-11-26 23:55:02.675411,717,154,6.8,4.888264303245879
209,2020-11-26 23:55:03.762277,726,148,11.1,4.888264303245879
210,2020-11-26 23:55:04.878729,717,171,9.8,4.888264303245879
211,2020-11-26 23:55:05.968195,761,170,11.9,4.888264303245879
212,2020-11-26 23:55:06.990712,714,144,11.7,4.888264303245879
213,2020-11-26 23:55:08.021318,712,145,11.6,4.888264303245879
214,2020-11-26 23:55:09.041675,684,154,16.7,4.888264303245879
215,2020-11-26 23:55:10.135827,719,152,19.2,4.888264303245879
216,2020-11-26 23:55:11.182456,718,153,10.5,4.888264303245879
217,2020-11-26 23:55:12.244019,758,146,11.3,4.888264303245879
218,2020-11-26 23:55:13.262582,716,144,9.8,4.888264303245879
219,2020-11-26 23:55:14.320008,710,142,9.5,4.888264303245879
220,2020-11-26 23:55:15.354416,720,150,8.7,4.888264303245879
221,2020-11-26 23:55:16.398655,750,149,9.5,4.888264303245879
222,2020-11-26 23:55:17.423833,729,138,9.8,4.888264303245879
223,2020-11-26 23:55:18.454525,701,145,10.7,4.888264303245879
224,2020-11-26 23:55:19.477523,717,150,10.8,4.888264303245879
225,2020-11-26 23:55:20.496616,718,151,9.8,4.888264303245879
226,2020-11-26 23:55:21.524187,713,165,10.7,4.888264303245879
227,2020-11-26 23:55:22.578337,739,160,7.6,4.888264303245879
228,2020-11-26 23:55:23.634914,703,153,7.6,4.888264303245879
229,2020-11-26 23:55:24.659239,718,148,5.9,4.888264303245879
230,2020-11-26 23:55:25.683167,688,153,6.8,4.888264303245879
231,2020-11-26 23:55:26.706674,712,142,5.9,4.888264303245879
232,2020-11-26 23:55:27.762202,734,149,7.6,4.888264303245879
233,2020-11-26 23:55:28.786404,724,144,5.9,4.888264303245879
234,2020-11-26 23:55:29.808921,717,142,5.8,4.888264303245879
235,2020-11-26 23:55:30.830995,702,152,6.8,4.888264303245879
236,2020-11-26 23:55:31.862885,721,145,9.7,4.888264303245879
237,2020-11-26 23:55:32.882611,685,151,11.8,4.888264303245879
238,2020-11-26 23:55:33.942503,728,147,7.6,4.888264303245879
239,2020-11-26 23:55:34.967824,712,152,7.8,4.888264303245879
240,2020-11-26 23:55:36.024443,722,148,6.6,4.888264303245879
241,2020-11-26 23:55:37.143005,742,147,7.1,4.888264303245879
242,2020-11-26 23:55:38.197619,736,154,5.7,4.888264303245879
243,2020-11-26 23:55:39.231987,745,142,6.8,4.888264303245879
244,2020-11-26 23:55:40.307461,763,145,5.6,4.888264303245879
245,2020-11-26 23:55:41.363098,702,151,9.5,4.888264303245879
246,2020-11-26 23:55:42.446388,721,159,8.3,4.888264303245879
247,2020-11-26 23:55:43.506378,733,166,5.7,4.888264303245879
248,2020-11-26 23:55:44.558618,745,156,7.6,4.888264303245879
249,2020-11-26 23:55:45.588879,711,145,6.8,4.888264303245879
250,2020-11-26 23:55:46.606776,706,146,7.8,4.888264303245879
251,2020-11-26 23:55:47.636292,712,145,4.9,4.888264303245879
252,2020-11-26 23:55:48.654418,726,145,6.9,4.888264303245879
253,2020-11-26 23:55:49.678572,726,146,6.8,4.888264303245879
254,2020-11-26 23:55:50.708780,714,146,5.8,4.888264303245879
255,2020-11-26 23:55:51.734732,701,147,4.9,4.888264303245879
256,2020-11-26 23:55:52.789929,709,155,6.6,4.888264303245879
257,2020-11-26 23:55:53.843791,706,149,5.7,4.888264303245879
258,2020-11-26 23:55:54.899584,705,154,11.4,4.888264303245879
259,2020-11-26 23:55:55.919024,729,170,7.8,4.888264303245879
260,2020-11-26 23:55:56.950280,729,161,6.8,4.888264303245879
261,2020-11-26 23:55:57.974970,737,158,6.8,4.888264303245879
262,2020-11-26 23:55:58.996915,738,158,11.7,4.888264303245879
263,2020-11-26 23:56:00.054647,739,167,8.5,4.888264303245879
264,2020-11-26 23:56:01.110414,712,171,10.4,4.888264303245879
265,2020-11-26 23:56:02.135352,718,159,9.7,4.888264303245879
266,2020-11-26 23:56:03.182997,727,164,11.5,4.888264303245879
267,2020-11-26 23:56:04.212727,743,159,11.7,4.888264303245879
268,2020-11-26 23:56:05.273726,708,169,9.4,4.888264303245879
269,2020-11-26 23:56:06.355475,720,171,10.1,4.888264303245879
270,2020-11-26 23:56:07.407284,754,161,10.5,4.888264303245879
271,2020-11-26 23:56:08.462594,740,167,10.4,4.888264303245879
272,2020-11-26 23:56:09.489757,715,162,8.8,4.888264303245879
273,2020-11-26 23:56:10.543334,763,163,8.5,4.888264303245879
274,2020-11-26 23:56:11.602831,716,167,8.5,4.888264303245879
275,2020-11-26 23:56:12.659479,719,168,8.5,4.888264303245879
276,2020-11-26 23:56:13.680526,709,165,7.8,4.888264303245879
277,2020-11-26 23:56:14.707461,742,161,6.8,4.888264303245879
278,2020-11-26 23:56:15.767206,723,165,8.5,4.888264303245879
279,2020-11-26 23:56:16.829600,740,165,8.5,4.888264303245879
280,2020-11-26 23:56:17.874260,717,170,9.6,4.888264303245879
281,2020-11-26 23:56:18.898546,730,163,4.9,4.888264303245879
282,2020-11-26 23:56:19.982408,698,173,6.5,4.888264303245879
283,2020-11-26 23:56:21.011001,740,162,5.8,4.888264303245879
284,2020-11-26 23:56:22.038759,744,158,5.8,4.888264303245879
285,2020-11-26 23:56:23.125562,722,169,6.4,4.888288718077303
