,time,3.235.72.199,3.235.96.203,198.251.163.244
0,2020-12-01 12:05:43.661778,None,None,0.013634443283081055
1,2020-12-01 12:05:51.685296,None,None,0.014126062393188477
2,2020-12-01 12:05:59.706144,None,None,0.013439416885375977
3,2020-12-01 12:06:07.728491,None,None,0.01345682144165039
4,2020-12-01 12:06:15.751245,None,None,0.013581991195678711
5,2020-12-01 12:06:23.773536,None,None,0.013450384140014648
6,2020-12-01 12:06:31.794340,None,None,0.013638019561767578
7,2020-12-01 12:06:39.814472,None,None,0.013565778732299805
8,2020-12-01 12:06:47.836685,None,None,0.013529539108276367
9,2020-12-01 12:06:55.859333,None,None,0.01340627670288086
10,2020-12-01 12:07:03.879319,None,None,0.013512849807739258
11,2020-12-01 12:07:11.898730,None,None,0.01381683349609375
12,2020-12-01 12:07:19.918493,None,None,0.013850212097167969
13,2020-12-01 12:07:27.938287,None,None,0.013706445693969727
14,2020-12-01 12:07:35.958221,None,None,0.013648033142089844
