,time,3.235.72.199,3.235.96.203,198.251.163.244
0,2020-12-01 11:27:55.412989,None,None,0.01371455192565918
1,2020-12-01 11:28:03.434207,None,None,0.013627767562866211
2,2020-12-01 11:28:11.454076,None,None,0.013463735580444336
3,2020-12-01 11:28:19.474188,None,None,0.013620138168334961
4,2020-12-01 11:28:27.495269,None,None,0.013685464859008789
5,2020-12-01 11:28:35.517117,None,None,0.013967275619506836
6,2020-12-01 11:28:43.538307,None,None,0.013660192489624023
7,2020-12-01 11:28:51.558012,None,None,0.01343846321105957
8,2020-12-01 11:28:59.579559,None,None,0.013620376586914062
9,2020-12-01 11:29:07.601334,None,None,0.013637542724609375
10,2020-12-01 11:29:15.621943,None,None,0.013406753540039062
11,2020-12-01 11:29:23.642925,None,None,0.014032602310180664
12,2020-12-01 11:29:31.662610,None,None,0.013765096664428711
13,2020-12-01 11:29:39.682839,None,None,0.013727426528930664
14,2020-12-01 11:29:47.702461,None,None,0.01363992691040039
15,2020-12-01 11:29:55.724304,None,None,0.013628244400024414
16,2020-12-01 11:30:03.746352,None,None,0.013617753982543945
17,2020-12-01 11:30:11.769217,None,None,0.014010190963745117
18,2020-12-01 11:30:19.791715,None,None,0.013483047485351562
19,2020-12-01 11:30:27.812256,None,None,0.013626813888549805
20,2020-12-01 11:30:35.834831,None,None,0.013759613037109375
21,2020-12-01 11:30:43.855480,None,None,0.013547658920288086
22,2020-12-01 11:30:51.875658,None,None,0.014191389083862305
23,2020-12-01 11:30:59.894041,None,None,0.013485908508300781
24,2020-12-01 11:31:07.916884,None,None,0.013696432113647461
25,2020-12-01 11:31:15.939816,None,None,0.0135955810546875
26,2020-12-01 11:31:23.962691,None,None,0.01393437385559082
27,2020-12-01 11:31:31.985118,None,None,0.013413190841674805
28,2020-12-01 11:31:40.006427,None,None,0.013844013214111328
29,2020-12-01 11:31:48.024941,None,None,0.01366734504699707
30,2020-12-01 11:31:56.046117,None,None,0.013511419296264648
31,2020-12-01 11:32:04.066343,None,None,0.013744354248046875
32,2020-12-01 11:32:12.086072,None,None,0.013508081436157227
33,2020-12-01 11:32:20.106272,None,None,0.013664960861206055
34,2020-12-01 11:32:28.126487,None,None,0.013607978820800781
35,2020-12-01 11:32:36.146691,None,None,0.013637542724609375
36,2020-12-01 11:32:44.166034,None,None,0.01345205307006836
37,2020-12-01 11:32:52.186066,None,None,0.013498783111572266
38,2020-12-01 11:33:00.205985,None,None,0.01342463493347168
39,2020-12-01 11:33:08.225967,None,None,0.013422012329101562
40,2020-12-01 11:33:16.246394,None,None,0.013760566711425781
41,2020-12-01 11:33:24.266147,None,None,0.013541698455810547
42,2020-12-01 11:33:32.286176,None,None,0.013606786727905273
43,2020-12-01 11:33:40.307798,None,None,0.013454914093017578
44,2020-12-01 11:33:48.328729,None,None,0.013643264770507812
45,2020-12-01 11:33:56.350321,None,None,0.013529539108276367
46,2020-12-01 11:34:04.370031,None,None,0.013430118560791016
47,2020-12-01 11:34:12.392577,None,None,0.013669490814208984
48,2020-12-01 11:34:20.415209,None,None,0.01374053955078125
49,2020-12-01 11:34:28.434152,None,None,0.013594865798950195
50,2020-12-01 11:34:36.454822,None,None,0.014102697372436523
51,2020-12-01 11:34:44.476275,None,None,0.013599157333374023
52,2020-12-01 11:34:52.494881,None,None,0.013551473617553711
53,2020-12-01 11:35:00.517619,None,None,0.013928413391113281
54,2020-12-01 11:35:08.537077,None,None,0.013550758361816406
55,2020-12-01 11:35:16.557873,None,None,0.01354217529296875
56,2020-12-01 11:35:24.578308,None,None,0.013449668884277344
57,2020-12-01 11:35:32.598137,None,None,0.013552665710449219
58,2020-12-01 11:35:40.618098,None,None,0.013500690460205078
59,2020-12-01 11:35:48.638227,None,None,0.013659477233886719
60,2020-12-01 11:35:56.658896,None,None,0.013728141784667969
61,2020-12-01 11:36:04.680614,None,None,0.013953208923339844
62,2020-12-01 11:36:12.702338,None,None,0.013750553131103516
63,2020-12-01 11:36:20.728691,None,None,0.018242359161376953
64,2020-12-01 11:36:28.750045,None,None,0.013429880142211914
65,2020-12-01 11:36:36.770158,None,None,0.013566017150878906
66,2020-12-01 11:36:44.790083,None,None,0.013512611389160156
67,2020-12-01 11:36:52.810282,None,None,0.013716459274291992
68,2020-12-01 11:37:00.830164,None,None,0.013576745986938477
69,2020-12-01 11:37:08.850115,None,None,0.013528108596801758
70,2020-12-01 11:37:16.869992,None,None,0.013408422470092773
71,2020-12-01 11:37:24.890603,None,None,0.013732671737670898
72,2020-12-01 11:37:32.913488,None,None,0.013747215270996094
73,2020-12-01 11:37:40.934058,None,None,0.013504266738891602
74,2020-12-01 11:37:48.954433,None,None,0.013879537582397461
75,2020-12-01 11:37:53.776259,None,None,None
76,2020-12-01 11:37:53.989526,0.013633966445922852,None,None
77,2020-12-01 11:37:54.306067,0.013583660125732422,None,0.013388872146606445
78,2020-12-01 11:38:02.326229,None,None,0.01366114616394043
79,2020-12-01 11:38:10.346238,None,None,0.013644933700561523
80,2020-12-01 11:38:18.366440,None,None,0.013902664184570312
81,2020-12-01 11:38:26.386183,None,None,0.013572216033935547
82,2020-12-01 11:38:34.407614,None,None,0.014670133590698242
83,2020-12-01 11:38:42.426401,None,None,0.013738155364990234
84,2020-12-01 11:38:50.449049,None,None,0.013708353042602539
